"","Species","Mass_g","Binomial","GBIF_ID"
"850","Crocidura polia",5.63,"Crocidura_polia","2435560"
"851","Crocidura pullata",10.6,"Crocidura_pullata","2435761"
"852","Crocidura raineyi",14.49,"Crocidura_raineyi","2435739"
"853","Crocidura rapax",10.6,"Crocidura_rapax","2435750"
"854","Crocidura religiosa",7,"Crocidura_religiosa","8934499"
"855","Crocidura russula",10.6,"Crocidura_russula","2435654"
"856","Crocidura selina",14.49,"Crocidura_selina","2435639"
"857","Crocidura shantungensis",7.425,"Crocidura_shantungensis","2435741"
"858","Crocidura sibirica",10.94,"Crocidura_sibirica","2435609"
"859","Crocidura sicula",10.84,"Crocidura_sicula","2435553"
"860","Crocidura silacea",10.25,"Crocidura_silacea","2435536"
"861","Crocidura somalica",11.5,"Crocidura_somalica","2435736"
"862","Crocidura stenocephala",17.305,"Crocidura_stenocephala","2435707"
"863","Crocidura suaveolens",7.425,"Crocidura_suaveolens","2435687"
"864","Crocidura tarella",12.42,"Crocidura_tarella","2435636"
"865","Crocidura tarfayensis",6.085,"Crocidura_tarfayensis","2435605"
"866","Crocidura tenuis",12,"Crocidura_tenuis","2435549"
"867","Crocidura theresae",19.3,"Crocidura_theresae","2435749"
"868","Crocidura turba",12.42,"Crocidura_turba","2435704"
"869","Crocidura ultima",16,"Crocidura_ultima","2435683"
"870","Crocidura usambarae",11.83,"Crocidura_usambarae","2435669"
"871","Crocidura viaria",15.3,"Crocidura_viaria","2435630"
"872","Crocidura virgata",10.49,"Crocidura_virgata","2435606"
"873","Crocidura vorax",10.6,"Crocidura_vorax","2435637"
"874","Crocidura vosmaeri",12,"Crocidura_vosmaeri","2435675"
"875","Crocidura watasei",5.47,"Crocidura_watasei","2435692"
"876","Crocidura whitakeri",5.58,"Crocidura_whitakeri","2435602"
"877","Crocidura wimmeri",23.5,"Crocidura_wimmeri","2435566"
"878","Crocidura wuchihensis",5.47,"Crocidura_wuchihensis","2435650"
"879","Crocidura yankariensis",4.99,"Crocidura_yankariensis","2435531"
"880","Crocidura zaphiri",36.36,"Crocidura_zaphiri","2435730"
"881","Crocidura zimmeri",14.49,"Crocidura_zimmeri","2435702"
"882","Crocidura zimmermanni",10.6,"Crocidura_zimmermanni","2435665"
"883","Crocuta crocuta",63000,"Crocuta_crocuta","5218781"
"884","Crossarchus alexandri",1503.4,"Crossarchus_alexandri","5219136"
"885","Crossarchus ansorgei",700,"Crossarchus_ansorgei","5219139"
"886","Crossarchus obscurus",790,"Crossarchus_obscurus","5219137"
