"","Species","Mass_g","Binomial","GBIF_ID"
"3871","Rhynchocyon chrysopygus",537.6,"Rhynchocyon_chrysopygus","5220103"
"3872","Rhynchocyon cirnei",424.92,"Rhynchocyon_cirnei","5220104"
"3873","Rhynchocyon petersi",423.99,"Rhynchocyon_petersi","5220100"
"3874","Rhynchogale melleri",2240.33,"Rhynchogale_melleri","2434240"
"3875","Rhyncholestes raphanurus",21.22,"Rhyncholestes_raphanurus","2433370"
"3876","Rhynchomys isarogensis",122.29,"Rhynchomys_isarogensis","5219783"
"3877","Rhynchomys soricoides",234.55,"Rhynchomys_soricoides","5219782"
"3878","Rhynchonycteris naso",4.14,"Rhynchonycteris_naso","2433095"
"3879","Romerolagus diazi",480.04,"Romerolagus_diazi","2436686"
"3880","Rousettus aegyptiacus",134,"Rousettus_aegyptiacus","2432953"
"3881","Rousettus amplexicaudatus",82.935,"Rousettus_amplexicaudatus","2432948"
"3882","Rousettus bidens",123.22,"Rousettus_bidens","4265740"
"3883","Rousettus celebensis",63.07,"Rousettus_celebensis","2432951"
"3884","Rousettus lanosus",103,"Rousettus_lanosus","2432947"
"3885","Rousettus leschenaultii",96.565,"Rousettus_leschenaultii","7261759"
"3886","Rousettus madagascariensis",65.72,"Rousettus_madagascariensis","2432950"
"3887","Rousettus obliviosus",45.32,"Rousettus_obliviosus","2432954"
"3888","Rousettus spinalatus",92.32,"Rousettus_spinalatus","2432949"
"3889","Rucervus duvaucelii",171223.86,"Rucervus_duvaucelii","7261380"
"3890","Rucervus eldii",95471.61,"Rucervus_eldii","7261381"
"3891","Rucervus schomburgki",107626.42,"Rucervus_schomburgki","4262346"
"3892","Rupicapra pyrenaica",31633.175,"Rupicapra_pyrenaica","5220171"
"3893","Rupicapra rupicapra",35383.175,"Rupicapra_rupicapra","5220170"
"3894","Rusa alfredi",63000,"Rusa_alfredi","4262394"
"3895","Rusa marianna",49457.61,"Rusa_marianna","7261388"
"3896","Rusa timorensis",63000,"Rusa_timorensis","4262397"
"3897","Rusa unicolor",177522.9,"Rusa_unicolor","7261386"
"3898","Ruwenzorisorex suncoides",18.2,"Ruwenzorisorex_suncoides","2435915"
"3899","Saccolaimus flaviventris",45.25,"Saccolaimus_flaviventris","2433083"
"3900","Saccolaimus mixtus",38.29,"Saccolaimus_mixtus","2433082"
"3901","Saccolaimus peli",53.35,"Saccolaimus_peli","2433085"
"3902","Saccolaimus saccolaimus",43,"Saccolaimus_saccolaimus","2433084"
"3903","Saccopteryx bilineata",7.9,"Saccopteryx_bilineata","5218731"
"3904","Saccopteryx canescens",3.41,"Saccopteryx_canescens","5218729"
"3905","Saccopteryx gymnura",6.11,"Saccopteryx_gymnura","5218732"
"3906","Saccostomus campestris",55.815,"Saccostomus_campestris","2438948"
"3907","Saccostomus mearnsi",64.91,"Saccostomus_mearnsi","2438949"
"3908","Saguinus bicolor",465,"Saguinus_bicolor","2436470"
"3909","Saguinus fuscicollis",393.99,"Saguinus_fuscicollis","2436474"
"3910","Saguinus geoffroyi",453.77,"Saguinus_geoffroyi","2436466"
"3911","Saguinus graellsi",450,"Saguinus_graellsi","4266887"
"3912","Saguinus imperator",482.15,"Saguinus_imperator","2436471"
"3913","Saguinus inustus",803,"Saguinus_inustus","2436475"
"3914","Saguinus labiatus",501.33,"Saguinus_labiatus","9178968"
"3915","Saguinus leucopus",490,"Saguinus_leucopus","2436476"
"3916","Saguinus martinsi",465,"Saguinus_martinsi","7261987"
"3917","Saguinus melanoleucus",393.99,"Saguinus_melanoleucus","4266882"
"3918","Saguinus midas",547.18,"Saguinus_midas","2436468"
"3919","Saguinus mystax",543.5,"Saguinus_mystax","2436472"
"3920","Saguinus niger",547.18,"Saguinus_niger","4266893"
"3921","Saguinus nigricollis",450,"Saguinus_nigricollis","2436477"
"3922","Saguinus oedipus",445.5,"Saguinus_oedipus","2436469"
"3923","Saguinus pileatus",543.5,"Saguinus_pileatus","4266880"
"3924","Saguinus tripartitus",389.52,"Saguinus_tripartitus","2436473"
"3925","Saiga borealis",37992.005,"Saiga_borealis","7261406"
"3926","Saiga tatarica",37992.005,"Saiga_tatarica","2441067"
"3927","Saimiri boliviensis",799.725,"Saimiri_boliviensis","2436663"
"3928","Saimiri oerstedii",647.09,"Saimiri_oerstedii","2436664"
"3929","Saimiri sciureus",836.7,"Saimiri_sciureus","2436661"
"3930","Saimiri ustus",886.47,"Saimiri_ustus","8885431"
"3931","Saimiri vanzolinii",799.45,"Saimiri_vanzolinii","2436660"
"3932","Salanoia concolor",711.49,"Salanoia_concolor","2433527"
"3933","Sarcophilus harrisii",6500,"Sarcophilus_harrisii","2435451"
"3934","Sauromys petrophilus",14.25,"Sauromys_petrophilus","7261924"
"3935","Scalopus aquaticus",74.6,"Scalopus_aquaticus","2436230"
"3936","Scapanulus oweni",22.41,"Scapanulus_oweni","2436186"
"3937","Scapanus latimanus",61,"Scapanus_latimanus","2436194"
"3938","Scapanus orarius",62.13,"Scapanus_orarius","2436188"
"3939","Scapanus townsendii",124.45,"Scapanus_townsendii","2436191"
"3940","Scapteromys aquaticus",146,"Scapteromys_aquaticus","4265010"
"3941","Scapteromys tumidus",146,"Scapteromys_tumidus","2439325"
"3942","Sciurillus pusillus",36.955,"Sciurillus_pusillus","9195979"
"3943","Sciurus aberti",624,"Sciurus_aberti","5219667"
"3944","Sciurus aestuans",177.34,"Sciurus_aestuans","5219659"
"3945","Sciurus alleni",463.07,"Sciurus_alleni","5219679"
"3946","Sciurus arizonensis",600,"Sciurus_arizonensis","5219674"
"3947","Sciurus aureogaster",595,"Sciurus_aureogaster","5219663"
"3948","Sciurus carolinensis",540.33,"Sciurus_carolinensis","5219681"
"3949","Sciurus colliaei",498,"Sciurus_colliaei","5219660"
"3950","Sciurus deppei",249.5,"Sciurus_deppei","5219680"
"3951","Sciurus gilvigularis",490.17,"Sciurus_gilvigularis","5219661"
"3952","Sciurus granatensis",374,"Sciurus_granatensis","5219666"
"3953","Sciurus griseus",751.67,"Sciurus_griseus","5219672"
"3954","Sciurus ignitus",190,"Sciurus_ignitus","5219662"
"3955","Sciurus igniventris",700,"Sciurus_igniventris","5219682"
"3956","Sciurus lis",324.75,"Sciurus_lis","5219673"
"3957","Sciurus nayaritensis",702,"Sciurus_nayaritensis","5219669"
"3958","Sciurus niger",803.7,"Sciurus_niger","5219683"
"3959","Sciurus oculatus",649.98,"Sciurus_oculatus","5219664"
"3960","Sciurus pucheranii",803,"Sciurus_pucheranii","5219688"
"3961","Sciurus pyrrhinus",482,"Sciurus_pyrrhinus","5219675"
"3962","Sciurus richmondi",237.51,"Sciurus_richmondi","5219665"
"3963","Sciurus sanborni",136,"Sciurus_sanborni","5219689"
"3964","Sciurus spadiceus",403.32,"Sciurus_spadiceus","5219676"
"3965","Sciurus stramineus",433.3,"Sciurus_stramineus","5219690"
"3966","Sciurus variegatoides",485,"Sciurus_variegatoides","5219677"
"3967","Sciurus vulgaris",328.875,"Sciurus_vulgaris","8211070"
"3968","Sciurus yucatanensis",225,"Sciurus_yucatanensis","5219678"
"3969","Scleronycteris ega",49.54,"Scleronycteris_ega","2433153"
"3970","Scolomys melanops",26.5,"Scolomys_melanops","2439222"
"3971","Scolomys ucayalensis",26.5,"Scolomys_ucayalensis","2439221"
"3972","Scoteanax rueppellii",26.41,"Scoteanax_rueppellii","4266042"
"3973","Scotinomys teguina",12,"Scotinomys_teguina","2439158"
"3974","Scotinomys xerampelinus",15.07,"Scotinomys_xerampelinus","2439157"
"3975","Scotoecus albigula",9.265,"Scotoecus_albigula","4266072"
"3976","Scotoecus albofuscus",4.5,"Scotoecus_albofuscus","2432336"
"3977","Scotoecus hindei",9.43,"Scotoecus_hindei","7261828"
"3978","Scotoecus hirundo",8.45,"Scotoecus_hirundo","2432335"
"3979","Scotoecus pallidus",7.2,"Scotoecus_pallidus","2432334"
"3980","Scotomanes ornatus",22.24,"Scotomanes_ornatus","2432278"
"3981","Scotonycteris ophiodon",69.42,"Scotonycteris_ophiodon","2432779"
"3982","Scotonycteris zenkeri",21.3,"Scotonycteris_zenkeri","2432778"
"3983","Scotophilus borbonicus",19.415,"Scotophilus_borbonicus","5218530"
"3984","Scotophilus collinus",20.31,"Scotophilus_collinus","5707087"
"3985","Scotophilus dinganii",25.12,"Scotophilus_dinganii","5218529"
"3986","Scotophilus heathii",36.13,"Scotophilus_heathii","5707090"
"3987","Scotophilus kuhlii",20.31,"Scotophilus_kuhlii","5218528"
"3988","Scotophilus leucogaster",25.12,"Scotophilus_leucogaster","5218536"
"3989","Scotophilus nigrita",25.12,"Scotophilus_nigrita","5218532"
"3990","Scotophilus nucella",25.12,"Scotophilus_nucella","5707094"
"3991","Scotophilus nux",26.23,"Scotophilus_nux","5218537"
"3992","Scotophilus robustus",60.1,"Scotophilus_robustus","5218535"
"3993","Scotophilus viridis",19.415,"Scotophilus_viridis","5218531"
"3994","Scotorepens balstoni",11.7,"Scotorepens_balstoni","4266469"
"3995","Scotorepens greyii",10,"Scotorepens_greyii","4266468"
"3996","Scotorepens orion",11.765,"Scotorepens_orion","4266472"
"3997","Scotorepens sanborni",9.915,"Scotorepens_sanborni","4266470"
"3998","Scotozous dormeri",6.79,"Scotozous_dormeri","4266480"
"3999","Scutisorex somereni",91.49,"Scutisorex_somereni","2435789"
"4000","Sekeetamys calurus",60.25,"Sekeetamys_calurus","2438045"
"4001","Selevinia betpakdalaensis",17.12,"Selevinia_betpakdalaensis","2439656"
"4002","Semnopithecus ajax",12679.29,"Semnopithecus_ajax","4267222"
"4003","Semnopithecus dussumieri",12679.29,"Semnopithecus_dussumieri","4267225"
"4004","Semnopithecus entellus",12679.29,"Semnopithecus_entellus","2436564"
"4005","Semnopithecus hector",12679.29,"Semnopithecus_hector","4267221"
"4006","Semnopithecus hypoleucos",12236.395,"Semnopithecus_hypoleucos","4267224"
"4007","Semnopithecus priam",12679.29,"Semnopithecus_priam","4267223"
"4008","Semnopithecus schistaceus",12679.29,"Semnopithecus_schistaceus","4267220"
"4009","Setifer setosus",304.11,"Setifer_setosus","5218437"
"4010","Setonix brachyurus",2821.15,"Setonix_brachyurus","2440110"
"4011","Sicista betulina",8.92,"Sicista_betulina","2439449"
"4012","Sicista napaea",10,"Sicista_napaea","2439447"
"4013","Sicista severtzovi",11.75,"Sicista_severtzovi","2439442"
"4014","Sicista strandi",8.92,"Sicista_strandi","2439448"
"4015","Sicista subtilis",11.75,"Sicista_subtilis","2439439"
"4016","Sigmodon alleni",159.6,"Sigmodon_alleni","2438158"
"4017","Sigmodon alstoni",55.7,"Sigmodon_alstoni","2438155"
"4018","Sigmodon arizonae",172.3,"Sigmodon_arizonae","2438148"
"4019","Sigmodon fulviventer",195.94,"Sigmodon_fulviventer","2438153"
"4020","Sigmodon hirsutus",159.6,"Sigmodon_hirsutus","4265122"
"4021","Sigmodon hispidus",159.6,"Sigmodon_hispidus","2438147"
"4022","Sigmodon inopinatus",168.22,"Sigmodon_inopinatus","2438152"
"4023","Sigmodon leucotis",131.78,"Sigmodon_leucotis","2438157"
"4024","Sigmodon mascotensis",156,"Sigmodon_mascotensis","2438151"
"4025","Sigmodon ochrognathus",145.85,"Sigmodon_ochrognathus","2438156"
"4026","Sigmodon peruanus",172.3,"Sigmodon_peruanus","2438154"
"4027","Sigmodon planifrons",159.6,"Sigmodon_planifrons","4265124"
"4028","Sigmodon toltecus",159.6,"Sigmodon_toltecus","4265125"
"4029","Simias concolor",7723,"Simias_concolor","4267130"
"4030","Sminthopsis aitkeni",21.25,"Sminthopsis_aitkeni","2435398"
"4031","Sminthopsis archeri",16,"Sminthopsis_archeri","2435405"
"4032","Sminthopsis boullangerensis",17.5,"Sminthopsis_boullangerensis","2435391"
"4033","Sminthopsis butleri",25,"Sminthopsis_butleri","2435392"
"4034","Sminthopsis crassicaudata",15.98,"Sminthopsis_crassicaudata","2435393"
"4035","Sminthopsis dolichura",14.39,"Sminthopsis_dolichura","2435399"
"4036","Sminthopsis douglasi",55,"Sminthopsis_douglasi","2435406"
"4037","Sminthopsis fuliginosus",16.35,"Sminthopsis_fuliginosus","2435400"
"4038","Sminthopsis gilberti",19.5,"Sminthopsis_gilberti","2435407"
"4039","Sminthopsis granulipes",25,"Sminthopsis_granulipes","2435394"
"4040","Sminthopsis griseoventer",17.5,"Sminthopsis_griseoventer","2435401"
"4041","Sminthopsis hirtipes",15,"Sminthopsis_hirtipes","2435408"
"4042","Sminthopsis leucopus",23.36,"Sminthopsis_leucopus","2435409"
"4043","Sminthopsis longicaudata",18,"Sminthopsis_longicaudata","2435395"
"4044","Sminthopsis macroura",21.3,"Sminthopsis_macroura","2435402"
"4045","Sminthopsis murina",16.35,"Sminthopsis_murina","2435410"
"4046","Sminthopsis ooldea",11.595,"Sminthopsis_ooldea","2435396"
"4047","Sminthopsis psammophila",33.5,"Sminthopsis_psammophila","2435403"
"4048","Sminthopsis virginiae",34,"Sminthopsis_virginiae","2435387"
"4049","Sminthopsis youngsoni",10,"Sminthopsis_youngsoni","2435397"
"4050","Solenodon cubanus",912.31,"Solenodon_cubanus","5219469"
"4051","Solenodon paradoxus",900,"Solenodon_paradoxus","5219470"
"4052","Solomys ponceleti",1000,"Solomys_ponceleti","2438243"
"4053","Solomys salamonis",546.01,"Solomys_salamonis","2438241"
"4054","Solomys salebrosus",397,"Solomys_salebrosus","2438239"
"4055","Solomys sapientis",546.01,"Solomys_sapientis","2438242"
"4056","Sorex alaskanus",13.07,"Sorex_alaskanus","2435995"
"4057","Sorex alpinus",7.9,"Sorex_alpinus","2435986"
"4058","Sorex antinorii",8.195,"Sorex_antinorii","2435998"
"4059","Sorex araneus",8.195,"Sorex_araneus","8316400"
"4060","Sorex arcticus",8.195,"Sorex_arcticus","2436104"
"4061","Sorex arizonae",2.7,"Sorex_arizonae","2435958"
"4062","Sorex asper",8.94,"Sorex_asper","2436076"
"4063","Sorex bairdi",8.335,"Sorex_bairdi","2436063"
"4064","Sorex bedfordiae",10.4,"Sorex_bedfordiae","2436050"
"4065","Sorex bendirii",15.82,"Sorex_bendirii","2436038"
"4066","Sorex caecutiens",5.85,"Sorex_caecutiens","2435994"
"4067","Sorex camtschatica",5.1,"Sorex_camtschatica","2435960"
"4068","Sorex cansulus",6.3,"Sorex_cansulus","2436113"
"4069","Sorex cinereus",5.1,"Sorex_cinereus","2435964"
"4070","Sorex coronatus",8.4,"Sorex_coronatus","2436090"
"4071","Sorex daphaenodon",8.1,"Sorex_daphaenodon","2436000"
"4072","Sorex dispar",4.945,"Sorex_dispar","2436067"
"4073","Sorex emarginatus",7,"Sorex_emarginatus","2435974"
"4074","Sorex excelsus",8.2,"Sorex_excelsus","2435950"
"4075","Sorex fumeus",8.015,"Sorex_fumeus","2435947"
"4076","Sorex gaspensis",4.9,"Sorex_gaspensis","2435999"
"4077","Sorex gracillimus",4.26,"Sorex_gracillimus","2436097"
"4078","Sorex granarius",6.3,"Sorex_granarius","2436071"
"4079","Sorex haydeni",5,"Sorex_haydeni","2436034"
"4080","Sorex hosonoi",7.09,"Sorex_hosonoi","2436046"
"4081","Sorex hoyi",3.87,"Sorex_hoyi","2436053"
"4082","Sorex isodon",12.23,"Sorex_isodon","2436016"
"4083","Sorex jacksoni",5.2,"Sorex_jacksoni","2436070"
"4084","Sorex leucogaster",4.36,"Sorex_leucogaster","2435952"
"4085","Sorex longirostris",3.485,"Sorex_longirostris","2435976"
"4086","Sorex lyelli",4.395,"Sorex_lyelli","2436062"
"4087","Sorex macrodon",8.61,"Sorex_macrodon","2436077"
"4088","Sorex maritimensis",8.195,"Sorex_maritimensis","2436037"
"4089","Sorex merriami",4.995,"Sorex_merriami","2435989"
"4090","Sorex milleri",4.07,"Sorex_milleri","2436051"
"4091","Sorex minutissimus",2.46,"Sorex_minutissimus","2435959"
"4092","Sorex minutus",4.2,"Sorex_minutus","7571319"
"4093","Sorex mirabilis",15,"Sorex_mirabilis","2435961"
"4094","Sorex monticolus",5.99,"Sorex_monticolus","2436019"
"4095","Sorex nanus",2.57,"Sorex_nanus","2436108"
"4096","Sorex neomexicanus",5.99,"Sorex_neomexicanus","2436073"
"4097","Sorex oreopolus",7,"Sorex_oreopolus","2436107"
"4098","Sorex orizabae",5.785,"Sorex_orizabae","2436005"
"4099","Sorex ornatus",5.57,"Sorex_ornatus","2436078"
"4100","Sorex pacificus",5.99,"Sorex_pacificus","2435990"
"4101","Sorex palustris",12.77,"Sorex_palustris","2436006"
"4102","Sorex planiceps",4.2,"Sorex_planiceps","2436091"
"4103","Sorex portenkoi",5.2,"Sorex_portenkoi","2436061"
"4104","Sorex preblei",3.14,"Sorex_preblei","2435996"
"4105","Sorex roboratus",8.2,"Sorex_roboratus","2436004"
"4106","Sorex samniticus",8.2,"Sorex_samniticus","2436103"
"4107","Sorex satunini",8.195,"Sorex_satunini","2436072"
"4108","Sorex saussurei",4.65,"Sorex_saussurei","2436047"
"4109","Sorex sclateri",7,"Sorex_sclateri","2435988"
"4110","Sorex shinto",6.3,"Sorex_shinto","2435953"
"4111","Sorex sinalis",8.2,"Sorex_sinalis","2436109"
"4112","Sorex sonomae",6.35,"Sorex_sonomae","2436110"
"4113","Sorex stizodon",7,"Sorex_stizodon","2436087"
"4114","Sorex tenellus",3.8,"Sorex_tenellus","2435993"
"4115","Sorex thibetanus",4.2,"Sorex_thibetanus","2436052"
"4116","Sorex trowbridgii",4.73,"Sorex_trowbridgii","2435936"
"4117","Sorex tundrensis",8.19,"Sorex_tundrensis","2435975"
"4118","Sorex ugyunak",5.1,"Sorex_ugyunak","2436089"
"4119","Sorex unguiculatus",14.11,"Sorex_unguiculatus","2435997"
"4120","Sorex vagrans",5.58,"Sorex_vagrans","2436042"
"4121","Sorex ventralis",7,"Sorex_ventralis","2435962"
"4122","Sorex veraecrucis",4.65,"Sorex_veraecrucis","2435982"
"4123","Sorex veraepacis",7.5,"Sorex_veraepacis","2435942"
"4124","Sorex volnuchini",4.2,"Sorex_volnuchini","2436092"
"4125","Soriculus nigrescens",14.58,"Soriculus_nigrescens","2435785"
"4126","Sotalia fluviatilis",46666.685,"Sotalia_fluviatilis","2440537"
"4127","Sousa chinensis",279999.99,"Sousa_chinensis","2440495"
"4128","Sousa teuszii",1e+05,"Sousa_teuszii","2440505"
"4129","Spalacopus cyanus",109.5,"Spalacopus_cyanus","2439602"
"4130","Spalax arenarius",470,"Spalax_arenarius","2438884"
"4131","Spalax carmeli",162.175,"Spalax_carmeli","4264691"
"4132","Spalax ehrenbergi",162.175,"Spalax_ehrenbergi","4264694"
"4133","Spalax graecus",470,"Spalax_graecus","2438885"
"4134","Spalax leucodon",183.3,"Spalax_leucodon","4264696"
"4135","Spalax microphthalmus",470,"Spalax_microphthalmus","2438883"
"4136","Spalax nehringi",180.65,"Spalax_nehringi","4264693"
"4137","Spalax zemni",470,"Spalax_zemni","2438881"
"4138","Speothos venaticus",6000,"Speothos_venaticus","2434444"
"4139","Spermophilopsis leptodactylus",404.1,"Spermophilopsis_leptodactylus","5219655"
"4140","Spermophilus adocetus",155.52,"Spermophilus_adocetus","2437290"
"4141","Spermophilus alashanicus",200,"Spermophilus_alashanicus","2437315"
"4142","Spermophilus annulatus",499.99,"Spermophilus_annulatus","2437303"
"4143","Spermophilus armatus",310.4,"Spermophilus_armatus","2437316"
"4144","Spermophilus atricapillus",550.99,"Spermophilus_atricapillus","2437292"
"4145","Spermophilus beecheyi",599.6,"Spermophilus_beecheyi","2437293"
"4146","Spermophilus beldingi",289.18,"Spermophilus_beldingi","2437317"
"4147","Spermophilus brevicauda",217,"Spermophilus_brevicauda","4263797"
"4148","Spermophilus brunneus",252.5,"Spermophilus_brunneus","2437305"
"4149","Spermophilus canus",250,"Spermophilus_canus","2437324"
"4150","Spermophilus citellus",228.5,"Spermophilus_citellus","2437304"
"4151","Spermophilus dauricus",200,"Spermophilus_dauricus","2437294"
"4152","Spermophilus elegans",299.225,"Spermophilus_elegans","2437319"
"4153","Spermophilus erythrogenys",228.5,"Spermophilus_erythrogenys","2437318"
"4154","Spermophilus fulvus",687.19,"Spermophilus_fulvus","2437306"
"4155","Spermophilus lateralis",227.3,"Spermophilus_lateralis","2437297"
"4156","Spermophilus madrensis",217.6,"Spermophilus_madrensis","2437296"
"4157","Spermophilus mexicanus",154.22,"Spermophilus_mexicanus","2437321"
"4158","Spermophilus mohavensis",201.59,"Spermophilus_mohavensis","2437309"
"4159","Spermophilus mollis",209.905,"Spermophilus_mollis","2437328"
"4160","Spermophilus musicus",136,"Spermophilus_musicus","2437308"
"4161","Spermophilus pallidicauda",228.5,"Spermophilus_pallidicauda","4263876"
"4162","Spermophilus perotensis",140,"Spermophilus_perotensis","2437298"
"4163","Spermophilus pygmaeus",136,"Spermophilus_pygmaeus","2437322"
"4164","Spermophilus ralli",217,"Spermophilus_ralli","4263857"
"4165","Spermophilus relictus",317.985,"Spermophilus_relictus","2437310"
"4166","Spermophilus richardsonii",273.535,"Spermophilus_richardsonii","2437299"
"4167","Spermophilus saturatus",250.9,"Spermophilus_saturatus","9456"
"4168","Spermophilus spilosoma",164.1,"Spermophilus_spilosoma","2437300"
"4169","Spermophilus suslicus",252,"Spermophilus_suslicus","2437323"
"4170","Spermophilus tereticaudus",147.57,"Spermophilus_tereticaudus","2437325"
"4171","Spermophilus townsendii",218.26,"Spermophilus_townsendii","2437313"
"4172","Spermophilus undulatus",720.455,"Spermophilus_undulatus","2437312"
"4173","Spermophilus variegatus",663.03,"Spermophilus_variegatus","2437329"
"4174","Spermophilus washingtoni",209.045,"Spermophilus_washingtoni","2437314"
"4175","Spermophilus xanthoprymnus",228.5,"Spermophilus_xanthoprymnus","2437301"
"4176","Sphaerias blanfordi",28.88,"Sphaerias_blanfordi","2432915"
"4177","Sphaeronycteris toxophyllum",16.53,"Sphaeronycteris_toxophyllum","2433302"
"4178","Sphiggurus insidiosus",998.32,"Sphiggurus_insidiosus","2437606"
"4179","Sphiggurus melanurus",1449.16,"Sphiggurus_melanurus","4264792"
"4180","Sphiggurus mexicanus",2000,"Sphiggurus_mexicanus","2437603"
"4181","Sphiggurus pruinosus",736,"Sphiggurus_pruinosus","4264798"
"4182","Sphiggurus spinosus",750.78,"Sphiggurus_spinosus","2437605"
"4183","Sphiggurus vestitus",736,"Sphiggurus_vestitus","2437607"
"4184","Sphiggurus villosus",1750,"Sphiggurus_villosus","2437604"
"4185","Spilocuscus kraemeri",4155.23,"Spilocuscus_kraemeri","2440247"
"4186","Spilocuscus maculatus",4155.23,"Spilocuscus_maculatus","9818309"
"4187","Spilocuscus papuensis",4155.23,"Spilocuscus_papuensis","2440246"
"4188","Spilocuscus rufoniger",6000,"Spilocuscus_rufoniger","2440248"
"4189","Spilogale angustifrons",612,"Spilogale_angustifrons","2434825"
"4190","Spilogale gracilis",612,"Spilogale_gracilis","2434835"
"4191","Spilogale putorius",583.245,"Spilogale_putorius","2434831"
"4192","Spilogale pygmaea",312.5,"Spilogale_pygmaea","2434821"
"4193","Steatomys bocagei",34.04,"Steatomys_bocagei","4263425"
"4194","Steatomys caurinus",34.04,"Steatomys_caurinus","2438743"
"4195","Steatomys krebsii",22.335,"Steatomys_krebsii","2438742"
"4196","Steatomys opimus",37.5,"Steatomys_opimus","4263426"
"4197","Steatomys parvus",4.99,"Steatomys_parvus","2438741"
"4198","Steatomys pratensis",34.04,"Steatomys_pratensis","2438739"
"4199","Stenella attenuata",112500,"Stenella_attenuata","5220050"
"4200","Stenella clymene",75000,"Stenella_clymene","5220064"
"4201","Stenella coeruleoalba",122950,"Stenella_coeruleoalba","5220055"
"4202","Stenella frontalis",99999.995,"Stenella_frontalis","5220045"
"4203","Stenella longirostris",72666.665,"Stenella_longirostris","5220060"
"4204","Steno bredanensis",118250,"Steno_bredanensis","2440433"
"4205","Stenocephalemys albocaudata",144,"Stenocephalemys_albocaudata","2439016"
"4206","Stenocephalemys griseicauda",85.75,"Stenocephalemys_griseicauda","2439017"
"4207","Stenocephalemys ruppi",48.99,"Stenocephalemys_ruppi","4264995"
"4208","Stenoderma rufum",21.1,"Stenoderma_rufum","5218755"
"4209","Stochomys longicaudatus",82.33,"Stochomys_longicaudatus","2438508"
"4210","Sturnira aratathomasi",49.67,"Sturnira_aratathomasi","2433330"
"4211","Sturnira bidens",18.05,"Sturnira_bidens","2433323"
"4212","Sturnira bogotensis",21,"Sturnira_bogotensis","2433331"
"4213","Sturnira erythromos",15.53,"Sturnira_erythromos","2433324"
"4214","Sturnira lilium",20,"Sturnira_lilium","2433327"
"4215","Sturnira ludovici",21,"Sturnira_ludovici","2433332"
"4216","Sturnira luisi",11.99,"Sturnira_luisi","2433325"
"4217","Sturnira magna",43.1,"Sturnira_magna","2433328"
"4218","Sturnira mordax",11.79,"Sturnira_mordax","2433333"
"4219","Sturnira nana",6.64,"Sturnira_nana","2433326"
"4220","Sturnira oporaphilum",21.495,"Sturnira_oporaphilum","4265407"
"4221","Sturnira thomasi",15.46,"Sturnira_thomasi","2433329"
"4222","Sturnira tildae",22.445,"Sturnira_tildae","2433334"
"4223","Styloctenium wallacei",172.42,"Styloctenium_wallacei","2432931"
"4224","Stylodipus andrewsi",57.495,"Stylodipus_andrewsi","2439455"
"4225","Stylodipus telum",57.495,"Stylodipus_telum","2439453"
"4226","Suncus aequatorius",8,"Suncus_aequatorius","2435519"
"4227","Suncus etruscus",2.33,"Suncus_etruscus","2435506"
"4228","Suncus fellowesgordoni",2.33,"Suncus_fellowesgordoni","2435513"
"4229","Suncus hosei",2.33,"Suncus_hosei","2435522"
"4230","Suncus infinitesimus",4.4,"Suncus_infinitesimus","2435507"
"4231","Suncus lixus",8,"Suncus_lixus","2435523"
"4232","Suncus madagascariensis",2.4,"Suncus_madagascariensis","2435514"
"4233","Suncus malayanus",2.4,"Suncus_malayanus","2435524"
"4234","Suncus megalura",5.38,"Suncus_megalura","2435510"
"4235","Suncus montanus",45.87,"Suncus_montanus","2435515"
"4236","Suncus murinus",45.87,"Suncus_murinus","2435520"
"4237","Suncus remyi",4.03,"Suncus_remyi","2435525"
"4238","Suncus varilla",4.99,"Suncus_varilla","2435518"
"4239","Suncus zeylanicus",45.87,"Suncus_zeylanicus","2435505"
"4240","Sundamys infraluteus",418.5,"Sundamys_infraluteus","2438464"
"4241","Sundamys muelleri",345.24,"Sundamys_muelleri","2438465"
"4242","Sundasciurus brookei",114.05,"Sundasciurus_brookei","2437472"
"4243","Sundasciurus davensis",264.3,"Sundasciurus_davensis","2437481"
"4244","Sundasciurus fraterculus",67,"Sundasciurus_fraterculus","2437486"
"4245","Sundasciurus hippurus",335.145,"Sundasciurus_hippurus","2437473"
"4246","Sundasciurus hoogstraali",264.3,"Sundasciurus_hoogstraali","2437478"
"4247","Sundasciurus jentinki",264.3,"Sundasciurus_jentinki","2437482"
"4248","Sundasciurus juvencus",264.3,"Sundasciurus_juvencus","2437474"
"4249","Sundasciurus lowii",67,"Sundasciurus_lowii","2437483"
"4250","Sundasciurus mindanensis",264.3,"Sundasciurus_mindanensis","2437475"
"4251","Sundasciurus moellendorffi",264.3,"Sundasciurus_moellendorffi","2437479"
"4252","Sundasciurus philippinensis",264.3,"Sundasciurus_philippinensis","2437484"
"4253","Sundasciurus rabori",264.3,"Sundasciurus_rabori","2437476"
"4254","Sundasciurus samarensis",225,"Sundasciurus_samarensis","2437485"
"4255","Sundasciurus steerii",264.3,"Sundasciurus_steerii","2437477"
"4256","Sundasciurus tenuis",75,"Sundasciurus_tenuis","2437480"
"4257","Surdisorex norae",23.57,"Surdisorex_norae","2435503"
"4258","Surdisorex polulus",16.28,"Surdisorex_polulus","2435502"
"4259","Suricata suricatta",776,"Suricata_suricatta","2434126"
"4260","Sus ahoenobarbus",102750,"Sus_ahoenobarbus","4262880"
