Order,Family,Genus_species,English_Name,Name_Tree,Super order,Status ,n,n_Small Intestine,Body mass_Small intestine,Small Intestine_Length,n_Large Intestine,Body mass_Large Intestine,Large Intestine_Length,n_Caecum,Body mass_Ceaecum,Caecum_Length,n_Colon,Body mass_Colon,Colon_Length,n_Total Intestine,Body mass_Total Intestine,Total Intestine_Length,Source,Inv,Vend,Vect,Vfish,Vunk,Faunivory,Scav,Total_Faunivory,Fruit,Nect,Seed,Fruit/Nect/Seed,PlantO,Total_Plant,Source,Certainty,Type_I,Type_II,Latitude,Abs_Lat,Mean_Precip,Mean_Temp,Mean_AET,Mean_PET,Volant,Marine,Foregut
Rodentia,Cricetidae,Peromyscus_maniculatus,North american deermouse,Peromyscus_maniculatus_CRICETIDAE_RODENTIA,Euarchontoglires,various,222,222,0.019,31.93,222,0.019,9.93,,,,,,,222,0.019,41.86,"Green and Millar (1987), Koteja (1995), Schieck and Millar (1985)",50,0,0,0,0,50,10,60,20,0,20,40,0,40,Ref_1,ABC,Omni,Omni,40.92,40.92,51.3,6.17,486.99,718.81,0,0,1
Rodentia,Sciuridae,Petaurista_alborufus,Red and white giant flying squirrel,Petaurista_alborufus_SCIURIDAE_RODENTIA,Euarchontoglires,captive,2,2,0.660,119.70,2,0.660,101.20,2,0.660,32.70,2,0.660,68.50,2,0.660,221.00,Mitsuzuka et al. (2018),10,0,0,0,0,10,0,10,30,0,30,60,30,90,Ref_1,ABC,Herb,Herb,28.07,28.07,106.18,13.41,943.73,1055.93,0,0,0
Rodentia,Sciuridae,Petaurista_leucogenys,Japanese giant flying squirrel,Petaurista_leucogenys_SCIURIDAE_RODENTIA,Euarchontoglires,captive,2,2,0.650,150.00,2,0.650,128.25,2,0.650,35.50,2,0.650,92.75,2,0.650,278.70,Mitsuzuka et al. (2018),10,0,0,0,0,10,0,10,30,0,30,60,30,90,Ref_1,ABC,Herb,Herb,32.44,32.44,111,6.55,710.13,917.18,0,0,0
Rodentia,Sciuridae,Petaurista_petaurista,Red giant flying squirrel,Petaurista_petaurista_SCIURIDAE_RODENTIA,Euarchontoglires,captive,1,1,0.495,131.50,1,0.495,107.00,1,0.495,36.00,1,0.495,71.00,1,0.495,238.50,Mitsuzuka et al. (2018),10,0,0,0,0,10,0,10,30,0,30,60,30,90,Ref_1,ABC,Herb,Herb,13.68,13.68,182.05,20.27,1292.14,1527.32,0,0,0
Rodentia,Sciuridae,Petaurista_philippensis,Indian giant flying squirrel,Petaurista_philippensis_SCIURIDAE_RODENTIA,Euarchontoglires,captive,1,1,0.780,93.00,1,0.780,113.00,1,0.780,27.50,1,0.780,85.50,1,0.780,206.00,Mitsuzuka et al. (2018),10,0,0,0,0,10,0,10,30,0,30,60,30,90,Ref_1,ABC,Herb,Herb,17.6,17.6,140.21,20.32,1075.61,1396.31,0,0,0
Diprotodontia,Pseudocheiridae,Petauroides_volans,Greater glider,Petauroides_volans_PSEUDOCHEIRIDAE_DIPROTODONTIA,Australidelphia,unknown,2,2,1.110,167.00,2,1.11,99.13,2,1.11,37.50,2,1.11,89.00,2,1.11,296.00,Snipes et al. (2003),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-27.39,27.39,70.77,17.38,785.69,1301.98,0,0,0
Diprotodontia,Petauridae,Petaurus_breviceps,Sugar glider,Petaurus_breviceps_PETAURIDAE_DIPROTODONTIA,Australidelphia,unknown,1,1,0.142,11.00,1,0.142,37.50,1,0.142,22.00,1,0.142,15.50,1,0.142,48.50,Snipes et al. (2003),40,0,0,0,10,50,0,50,0,30,20,50,0,50,Ref_1,ABC,Omni,Omni,-20.7,20.7,111.14,21.12,897.92,1473.33,0,0,0
Macroscelidea,Macroscelididae,Petrodomus_tetradactylus,Four-toed sengi,Petrodromus_tetradactylus_MACROSCELIDIDAE_MACROSCELIDEA,Ornitodelphia,wild,1,1,0.196,119.54,1,0.196,11.95,1,0.196,6.95,1,0.196,5.00,1,0.196,131.49,Woodall (1987),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-13.25,13.25,101.1,22.88,1027.67,1525.8,0,0,0
Diprotodontia,Phascolarctidae,Phascolarctos_cinereus,Koala,Phascolarctos_cinereus_PHASCOLARCTIDAE_DIPROTODONTIA,Australidelphia,various,6,6,5.225,224.91,6,5.22,477.83,6,5.22,157.82,6,5.22,320.05,6,5.22,567.41,"Harrop and Degabriele (1976), Snipes et al. (1993), This study",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-28.2,28.2,56.97,17.86,660.25,1266.39,0,0,0
Pholiodota,Manidae,Phataginus_tricuspis,White-belied pangolin,Phataginus_tricuspis_MANIDAE_PHOLIDOTA,Laurasiatheria,wild,21,21,1.270,134.70,21,1.27,51.14,,,,,,,21,1.27,185.85,"Ozegbe et al. (2002), Sodeinde et al. (2002)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-0.23,0.23,136.7,24.32,1230.78,1548.57,0,0,0
Rodentia,Cricetidae,Phenacomys_intermedius,Western heather vole,Phenacomys_intermedius_CRICETIDAE_RODENTIA,Euarchontoglires,wild,18,18,0.027,45.13,18,0.027,25.22,18,0.027,,,,,18,0.027,70.35,Norrie and Millar (1990),0,0,0,0,0,0,0,0,20,0,20,40,60,100,Ref_1,ABC,Herb,Herb,47,47,51.33,4.11,367.03,689.35,0,0,1
Didelphimorphia,Didelphidae,Philander_frenatus,Southeastern four-eyed opossum,Philander_frenatus_DIDELPHIDAE_DIDELPHIMORPHIA,Ameridelphia,unknown,33,33,0.441,55.91,33,0.441,14.62,33,0.441,5.15,33,0.441,18.93,33,0.441,70.53,"Caceres (2005), Santori et al. (2004)",30,30,20,0,10,90,0,90,10,0,0,10,0,10,Ref_2,D1,Car,Car,,,,,,,0,0,0
Cetartiodactyla,Bovidae,Philantomba_monticola,Blue duiker,Philantomba_monticola_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild  ,1,1,4.000,359.00,1,4.000,156.00,1,4.000,12.00,1,4.000,144.00,1,4.000,515.00,McGrosky et al. (2019),0,0,0,0,10,10,0,10,70,0,0,70,20,90,Ref_111,ABC,Herb,Herb,-12.45,12.45,118.15,22.95,1145.04,1523.17,0,0,1
Carnivora,Phocidae,Phoca_vitulina,Habour seal,Phoca_vitulina_PHOCIDAE_CARNIVORA,Laurasiatheria,captive,1,1,90.000,1617.00,1,90.000,72.00,1,90.000,7.00,1,90.000,65.00,1,90.000,1689.00,McGrosky et al. (2016),20,0,0,80,0,100,0,100,0,0,0,0,0,0,Ref_16,ABC,Car,Car,,,,,,,0,1,0
Rodentia,Cricetidae,Phodopus_roborovskii,Desert hamster,Phodopus_roborovskii_CRICETIDAE_RODENTIA,Euarchontoglires,wild ,4,4,0.015,28.10,4,0.015,12.60,4,0.015,5.00,4,0.015,7.60,4,0.015,40.70,Wang et al. (2003),0,0,0,0,0,0,0,0,0,0,70,70,30,100,Ref_1,ABC,Herb,Herb,44.82,44.82,21.06,0.94,269.37,589.7,0,0,1
Rodentia,Cricetidae,Phodopus_sungorus,Dzhungarian hamster,Phodopus_sungorus_CRICETIDAE_RODENTIA,Euarchontoglires,captive,5,5,0.033,22.92,5,0.033,13.84,5,0.033,2.85,5,0.033,10.99,5,0.033,36.76,Wolczuk and Kobak (2013),0,0,0,0,0,0,0,0,0,0,70,70,30,100,Ref_1,ABC,Herb,Herb,50.89,50.89,26.18,1.16,353.67,487.76,0,0,1
Chiroptera,Phyllostomidae,Phyllostomus_hastatus,Greater sprear-nosed bat,Phyllostomus_hastatus_PHYLLOSTOMIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.087,38.00,Cruz-Neto & Jones 2006 in Caviedes-Vidal et al 2007,40,0,50,0,0,90,0,90,10,0,0,10,0,10,Ref_1,ABC,Car,Car,-4.05,4.05,151.77,23.89,1289.95,1538.68,1,0,0
Rodentia,Cricetidae,Phyllotis_darwini,Darwins leaf-eared mouse,Phyllotis_darwini_CRICETIDAE_RODENTIA,Euarchontoglires,captive,15,15,0.041,37.44,15,0.041,15.95,,,,,,,15,0.041,53.39,Sabat and Bozinovic (2000),0,0,0,0,0,0,0,0,0,0,40,40,60,100,Ref_1,ABC,Herb,Herb,-30.74,30.74,29.86,8.99,243.23,1008.51,0,0,1
Chiroptera,Vespertilionidae,Pipistrellus_kuhlii,Kuhls pipistrelle,Pipistrellus_kuhlii_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,various,2,,,,,,,,,,,,,2,0.007,9.15,"Jones and Maclarnon (2004), Stutz (1987)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,30.29,30.29,37.09,14.67,354.8,1080.06,1,0,0
Chiroptera,Vespertilionidae,Pipistrellus_nathusii,Nathusius pipistrelle,Pipistrellus_nathusii_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,various,2,,,,,,,,,,,,,2,0.007,15.60,"Kovtun and Zhukova (1994), Stutz (1987)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,47.8,47.8,55.32,7.57,472.93,577.74,1,0,0
Chiroptera,Vespertilionidae,Pipistrellus_pipistrellus,Common pipistrelle,Pipistrellus_pipistrellus_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,various,3,,,,,,,,,,,,,3,0.010,9.57,"Cruz-Neto and Jones (2006), Mathis (1929), Stutz (1987)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,43.44,43.44,48,8.19,424.73,709.6,1,0,0
Primates,Pitheciidae,Pithecia_pithecia,White-faced saki,Pithecia_pithecia_PITHECIIDAE_PRIMATES,Euarchontoglires,various,3,3,1.467,190.86,3,1.467,58.17,3,1.467,11.14,3,1.467,47.03,3,1.467,249.04,"Fooden (1964), McGrosky et al. (2019b)",0,30,0,0,0,30,0,30,30,10,0,40,30,70,Ref_1,ABC,Herb,Omni,2.92,2.92,156.99,25.42,1467.74,1698.92,0,0,0
Chiroptera,Phyllostomidae,Platyrrhinus_lineatus,White-lined bat,Platyrrhinus_lineatus_PHYLLOSTOMIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.022,30.33,Cruz-Neto & Jones 2006 in Caviedes-Vidal et al 2007,10,0,0,0,0,10,0,10,90,0,0,90,0,90,Ref_1,ABC,Herb,Herb,-10.71,10.71,118.26,21.11,1128.68,1399.18,1,0,0
Chiroptera,Phyllostomidae,Platyrrhinus_vittatus,Greater broad-nosed bat,Platyrrhinus_vittatus_PHYLLOSTOMIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.037,36.20,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,10,0,0,0,0,10,0,10,90,0,0,90,0,90,Ref_1,ABC,Herb,Herb,-3.62,3.62,136.79,19.93,1216.52,1514.99,1,0,0
Chiroptera,Vespertilionidae,Plecotus_auritus,Brown big-eared bat,Plecotus_auritus_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,various,2,,,,,,,,,,,,,2,0.009,12.35,"Cruz-Neto and Jones (2006), Stutz (1987)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,44.65,44.65,50.42,4.68,449.95,625.22,1,0,0
Chiroptera,Vespertilionidae,Plecotus_austriacus,Gray big-eared bat,Plecotus_austriacus_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,wild,1,,,,,,,,,,,,,1,0.008,10.30,Stutz (1987),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,32.72,32.72,41.55,10.36,396.55,888.68,1,0,0
Primates,Pitheciidae,Plecturocebus_cupreus,Coppery titi monkey,Callicebus_cupreus_PITHECIIDAE_PRIMATES,Euarchontoglires,wild ,1,1,0.720,95.00,1,0.720,43.50,1,0.720,10.00,1,0.720,33.50,1,0.720,138.50,Heyman et al. (2012),20,0,0,0,0,20,0,20,50,0,0,50,30,80,Ref_1,ABC,Herb,Omni,-6.58,6.58,196.01,25.54,1529.55,1573.18,0,0,0
Diprotodontia,Potoroidae,Potorous_tridactylus,Long-nosed potoroo,Potorous_tridactylus_POTOROIDAE_DIPROTODONTIA,Australidelphia,captive,1,1,0.809,111.29,1,0.809,57.34,1,0.809,5.35,1,0.809,51.99,1,0.809,168.63,This study,20,0,0,0,0,20,0,20,0,0,0,0,80,80,Ref_1,ABC,Herb,Omni,-34.86,34.86,76.57,13.67,671.95,1050.61,0,0,0
Carnivora,Procyonidae,Potos_flavus,Kinkajou,Potos_flavus_PROCYONIDAE_CARNIVORA,Laurasiatheria,captive,1,,,,,,,,,,,,,1,3.920,218.91,McGrosky et al. (2016),10,0,0,0,10,20,0,20,80,0,0,80,0,80,Ref_1,ABC,Herb,Omni,0.3,0.3,153.67,24.15,1306.64,1552.99,0,0,0
Carnivora,Felidae,Prionailurus_viverrinus,Fishing cat,Prionailurus_viverrinus_FELIDAE_CARNIVORA,Laurasiatheria,captive,1,1,7.300,167.97,1,7.300,27.75,1,7.300,2.70,1,7.300,25.05,1,7.300,195.72,McGrosky et al. (2016),20,20,20,40,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,10.29,10.29,160.45,23.40,1128.81,1475.35,0,0,0
Cetartiodactyla,Bovidae,Procapra_gutturosa,Mongolian gazelle,Procapra_gutturosa_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild,25,25,31.652,1441.04,25,31.652,653.76,,,,,,,25,31.652,2094.80,Jiang et al. (2002),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,45.77,45.77,23.87,0.63,281.7,520.8,0,0,1
Hyracoidea,Procaviidae,Procavia_capensis,Rock hyrax,Procavia_capensis_PROCAVIIDAE_HYRACOIDEA,Afrotheria,captive,4,4,2.610,123.38,4,2.61,132.20,4,2.61,6.63,4,2.61,125.58,4,2.61,255.58,Rahm (1980),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,0.08,0.08,64.24,23.63,673.95,1484,0,0,1
Carnivora,Procyonidae,Procyon_lotor,Northern raccoon,Procyon_lotor_PROCYONIDAE_CARNIVORA,Laurasiatheria,wild,16,,,,,,,,,,,,,16,4.614,386.00,Schieck and Millar (1985),10,0,0,0,10,20,0,20,80,0,0,80,0,80,Ref_1,ABC,Herb,Omni,32.99,32.99,63.25,11.18,631.09,920.9,0,0,0
Primates,Indriidae,Propithecus_coquereli,Coquerels sifaka,Propithecus_coquereli_INDRIIDAE_PRIMATES,Euarchontoglires,captive,2,2,3.580,391.00,2,3.580,387.00,2,3.580,44.00,2,3.580,343.00,2,3.580,778.00,Campell et al. (2000),0,0,0,0,0,0,0,0,30,0,0,30,70,100,Ref_75,ABC,Herb,Herb,-15.49,15.49,134.79,25.14,982.55,1753.03,0,0,0
Primates,Indriidae,Propithecus_tattersalli,Golden-crowned sifaka,Propithecus_tattersalli_INDRIIDAE_PRIMATES,Euarchontoglires,captive,1,1,2.760,362.00,1,2.760,289.00,1,2.760,37.00,1,2.760,252.00,1,2.760,651.00,Campell et al. (2000),0,0,0,0,0,0,0,0,30,0,0,30,70,100,Ref_1,ABC,Herb,Herb,-13.08,13.08,104.49,25.15,1149,1476,0,0,0
Carnivora,Hyaenidae,Proteles_cristata,Aardwolf,Proteles_cristata_HYAENIDAE_CARNIVORA,Laurasiatheria,various,8,8,7.540,248.89,8,7.540,45.90,8,7.540,2.35,8,7.540,43.55,8,7.540,294.79,"Anderson et al. (1992), McGrosky et al. (2016)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-5.74,5.74,46.96,21.01,618.81,1447.38,0,0,0
Rodentia,Muridae,Psammomys_obesus,Fat sand rat,Psammomys_obesus_MURIDAE_RODENTIA,Euarchontoglires,wild,4,4,0.200,27.90,4,0.200,38.40,4,0.200,8.50,4,0.200,29.90,4,0.200,66.50,Naumova et al. (2019),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,26.8,26.8,9.16,20.37,152.96,1209.68,0,0,1
Diprotodontia,Pseudocheiridae,Pseudocheirus_peregrinus,Common ring-tailed possum,Pseudocheirus_peregrinus_PSEUDOCHEIRIDAE_DIPROTODONTIA,Australidelphia,unknown,5,5,0.820,141.22,5,0.82,137.35,5,0.82,32.82,5,0.82,101.28,5,0.82,275.42,"Hume et al. (1993), Snipes et al. (2003)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-27.16,27.16,68.75,18.03,715.79,1274.24,0,0,0
Rodentia,Muridae,Pseudomys_hermannsburgensis,Sandy inland mouse,Pseudomys_hermannsburgensis_MURIDAE_RODENTIA,Euarchontoglires,wild,8,8,0.011,15.84,8,0.011,8.25,8,0.011,2.40,8,0.011,5.85,8,0.011,24.09,Murray et al. (1995),20,0,0,0,0,20,0,20,0,0,30,30,50,80,Ref_1,ABC,Herb,Omni,-24.73,24.73,20.96,21.72,287.72,1326.61,0,0,1
Rodentia,Sciuridae,Pteromys_volans,Russian flying squirrel,Pteromys_volans_SCIURIDAE_RODENTIA,Euarchontoglires,captive,1,1,0.110,51.50,1,0.110,41.50,1,0.110,7.00,1,0.110,34.50,1,0.110,93.00,Mitsuzuka et al. (2018),10,0,0,0,0,10,0,10,30,0,30,60,30,90,Ref_1,ABC,Herb,Herb,54.53,54.53,33.41,-5.94,313.15,349.87,0,0,0
Chiroptera,Mormoopidae,Pteronotus_parnellii,Common mustached bat,Pteronotus_parnellii_MORMOOPIDAE_CHIROPTERA,Laurasiatheria,unknown,21,,,,,,,,,,,,,21,0.024,18.41,Cruz-Neto & Jones 2006,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,6.41,6.41,152.61,24.01,1282.68,1552.85,1,0,0
Chiroptera,Pteropodidae,Pteropus_alecto,Black flying fox,Pteropus_alecto_PTEROPODIDAE_CHIROPTERA,Laurasiatheria,wild,2,,,,,,,,,,,,,2,0.540,163.00,Tedman and Hall (1985),0,0,0,0,0,0,0,0,100,0,0,100,0,100,Ref_1,ABC,Herb,Herb,-18.45,18.45,76.36,25.00,785.17,1674.18,1,0,0
Chiroptera,Pteropodidae,Pteropus_poliocephalus,Grey-headed flying fox,Pteropus_poliocephalus_PTEROPODIDAE_CHIROPTERA,Laurasiatheria,wild,4,,,,,,,,,,,,,4,0.692,169.00,Tedman and Hall (1985),0,0,0,0,0,0,0,0,100,0,0,100,0,100,Ref_1,ABC,Herb,Herb,-29.16,29.16,70.95,15.81,751.39,1194.12,1,0,0
Cetartiodactyla,Cervidae,Pudu_puda,Southern pudu,Pudu_puda_CERVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,2,2,11.300,491.73,2,11.300,177.46,2,11.300,11.33,2,11.300,166.13,2,11.300,669.18,McGrosky et al. (2019),0,0,0,0,0,0,0,0,10,0,10,20,80,100,Ref_1,ABC,Herb,Herb,-43.69,43.69,109.54,6.06,567.07,719.68,0,0,1
Carnivora,Felidae,Puma_concolor,Puma,Puma_concolor_FELIDAE_CARNIVORA,Laurasiatheria,captive,1,1,44.000,410.72,1,44.000,56.92,1,44.000,7.81,1,44.000,49.11,1,44.000,467.64,McGrosky et al. (2016),0,100,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,3.28,3.28,109.2,18.19,968.16,1296.83,0,0,0
Primates,Cercopithecidae,Pygathrix_cinerea,Grey-shanked douc langur,Pygathrix_cinerea_CERCOPITHECIDAE_PRIMATES,,captive,1,1,6.090,316.65,1,6.090,90.49,1,6.090,8.77,1,6.090,81.72,1,6.090,407.14,This study,0,0,0,0,0,0,0,0,20,0,10,30,70,100,Ref_78,ABC,Herb,Herb,14.85,14.85,180.64,22.19,1305.36,1527.35,0,0,1
Cetartiodactyla,Cervidae,Rangifer_tarandus,Reindeer,Rangifer_tarandus_CERVIDAE_CETARTIODACTYLA,Laurasiatheria,various,51,51,62.420,1890.00,51,62.420,808.20,,,,,,,51,62.420,2706.67,Staaland et al. (1979),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,64.59,64.59,29.21,-9.05,236.86,260.98,0,0,1
Cetartiodactyla,Bovidae,Raphicerus_campestris,Steenbok,Raphicerus_campestris_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild,8,8,8.800,466.00,8,8.800,234.00,8,8.800,17.00,8,8.800,217.00,8,8.800,700.00,"McGrosky et al. (2019), Woodall and Skinner (1993)",0,0,0,0,0,0,0,0,10,0,0,10,90,100,Ref_1,ABC,Herb,Herb,-16.61,16.61,52.18,19.86,656.54,1367.87,0,0,1
Rodentia,Muridae,Rattus_norvegicus,Brown rat,Rattus_norvegicus_MURIDAE_RODENTIA,Euarchontoglires,captive,12,12,0.198,123.06,12,0.198,27.08,12,0.198,5.16,12,0.198,21.92,12,0.198,150.14,This study,30,0,0,0,0,30,0,30,20,0,40,60,10,70,Ref_1,ABC,Herb,Omni,,,,,,,0,0,1
Rodentia,Muridae,Rattus_rattus,House rat,Rattus_rattus_MURIDAE_RODENTIA,Euarchontoglires,wild,2,2,0.105,95.64,2,0.105,19.34,2,0.105,4.42,2,0.105,14.93,2,0.105,114.98,Perrin and Curtis (1980),30,0,0,0,0,30,0,30,20,0,40,60,10,70,Ref_1,ABC,Herb,Omni,,,,,,,0,0,1
Cetartiodactyla,Bovidae,Redunca_arundinum,Reedbuck,Redunca_arundinum_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild,11,11,46.000,820.00,11,46.000,489.00,11,46.000,25.00,11,46.000,464.00,11,46.000,1309.00,Woodall and Skinner (1993),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-16.58,16.58,86.11,21.86,899.47,1455.42,0,0,1
Cetartiodactyla,Bovidae,Redunca_fulvorufula,Mountain reedbuck,Redunca_fulvorufula_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild ,2,2,29.000,670.00,2,29.000,431.00,2,29.000,21.00,2,29.000,410.00,2,29.000,1101.00,Woodall and Skinner (1993),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-12.32,12.32,66.93,19.41,898.09,1364.88,0,0,1
Rodentia,Muridae,Rhabdomys_pumilio,Four-striped grass mouse,Rhabdomys_pumilio_MURIDAE_RODENTIA,Euarchontoglires,various,17,17,0.045,26.42,17,0.045,16.30,17,0.045,4.63,17,0.045,11.67,17,0.045,42.72,"Perrin and Curtis (1980), This study",20,0,0,0,0,20,0,20,20,0,40,60,20,80,Ref_1,ABC,Herb,Omni,,,,,,,0,0,1
Chiroptera,Rhinolophidae,Rhinolophus_clivosus,Geoffroys horseshoe bat,Rhinolophus_clivosus_RHINOLOPHIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.020,10.20,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,1.25,1.25,54.43,21.84,616.52,1425.1,1,0,0
Chiroptera,Rhinolophidae,Rhinolophus_ferrumequinum,Greater horseshoe bat,Rhinolophus_ferrumequinum_RHINOLOPHIDAE_CHIROPTERA,Laurasiatheria,captive,2,,,,,,,,,,,,,2,0.020,16.80,kovtun and Zhukova (1994),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,38.48,38.48,59.9,10.87,510.66,954.79,1,0,0
Chiroptera,Rhinolophidae,Rhinolophus_hildebrandtii,Hildebrandts horseshoe bat,Rhinolophus_hildebrandtii_RHINOLOPHIDAE_CHIROPTERA,Laurasiatheria,captive,6,6,0.013,14.67,6,0.013,0.82,,,,,,,6,0.013,15.48,"Makanya (1995), Makanya and Maina (1994)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-9.34,9.34,76.19,22.20,889.15,1504.27,1,0,0
Chiroptera,Rhinolophidae,Rhinolophus_hipposideros,Lesser horseshoe bat,Rhinolophus_hipposideros_RHINOLOPHIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.005,8.05,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,31.68,31.68,51.75,9.63,466.96,859.98,1,0,0
Chiroptera,Rhinopomatidae,Rhinopoma_hardwickii,Lesser mouse-tailed bat,Rhinopoma_hardwickii_RHINOPOMATIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.013,5.27,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,18.59,18.59,31.77,24.13,327,1374.32,1,0,0
Chiroptera,Rhinopomatidae,Rhinopoma_microphyllum,Greater mouse-tailed bat,Rhinopoma_microphyllum_RHINOPOMATIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.027,7.73,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,18.84,18.84,26.62,24.76,292.65,1367.99,1,0,0
Chiroptera,Emballonuridae,Rhynchonycteris_naso,Proboscis bat,Rhynchonycteris_naso_EMBALLONURIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.004,12.00,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-1.53,1.53,157.52,24.42,1318.79,1563.25,1,0,0
Chiroptera,Pteropodidae,Rousettus_aegyptiacus,Egyptian fruit bat,Rousettus_aegyptiacus_PTEROPODIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.147,103.45,Cruz-Neto & Jones 2006 in Caviedes-Vidal et al 2007; Caviedes-Vidal et al 2007,0,0,0,0,0,0,0,0,60,40,0,100,0,100,Ref_1,ABC,Herb,Herb,1.26,1.26,85.78,22.63,828.48,1461.38,1,0,0
Cetartiodactyla,Bovidae,Rupicapra_rupicapra,Northern chamois,Rupicapra_rupicapra_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild  ,1,1,25.600,1591.00,1,25.600,547.00,1,25.600,43.00,1,25.600,504.00,1,25.600,2138.00,McGrosky et al. (2019),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,43.5,43.5,60.73,7.00,530.64,695.91,0,0,1
Rodentia,Nesomyidae,Saccostomus_campestris,Pouched mouse,Saccostomus_campestris_NESOMYIDAE_RODENTIA,Euarchontoglires,wild,2,2,0.083,38.93,2,0.083,25.78,2,0.083,9.58,2,0.083,16.20,2,0.083,64.72,Perrin and Curtis (1980),10,0,0,0,0,10,0,10,20,0,70,90,0,90,Ref_1,ABC,Herb,Herb,-19.68,19.68,61.49,20.66,689.09,1396.84,0,0,1
Primates,Callitrichidae,Saguinus_fuscicollis ,Red-mantle saddle-back tamarin,Leontocebus_fuscicollis_CALLITRICHIDAE_PRIMATES,Euarchontoglires,captive,2,2,0.280,64.51,2,0.28,36.00,2,0.28,2.88,2,0.28,33.12,2,0.28,100.51,"McGrosky et al. (2019b), This study",40,0,0,0,0,40,0,40,30,30,0,60,0,60,Ref_1,ABC,Omni,Omni,-5.28,5.28,196.8,25.45,1450.05,1535.38,0,0,0
